-9.807472905080624193e-01,-1.276201287597383827e-02,-1.936252127252168220e-01,-1.276201287597383827e-02,1.353286836809025617e-02,1.104954075269060088e-02,2.947801126692711771e-03,2.084410166273725773e-03
-9.749040155133338326e-01,-3.846381457499016554e-02,-2.066567449052692518e-01,1.764143663931855288e-02,-4.631369668892326708e-03,5.033091218068960759e-02,-9.889022118191537203e-03,4.911265661523177284e-02
2.272552514612827257e-02,9.982202359492438060e-01,-1.522407725840368986e-02,-3.755374701977273744e-02,1.026233614391802718e-03,-2.151774759600239006e-02,1.242341848496705814e-02,-2.791908966373243817e-02
-9.854936967454777097e-01,-5.858824325733956451e-02,-1.503883938826616473e-01,-3.527569109570036221e-02,4.321569258913027234e-03,3.528546524144859919e-03,1.764370263033213093e-02,-3.414912254813171066e-02
1.790538509403818979e-02,9.914193406185241031e-01,5.385485924150112957e-03,-1.282132272672438233e-01,-7.708152830460390792e-03,1.534985359071905364e-02,1.294711183173702373e-03,-1.665913605669977482e-03
-9.748362710651099494e-01,-1.319997927373103841e-02,-1.996995950823754473e-01,1.029326581261008622e-03,-2.132377653560180164e-02,2.605954255149439680e-02,3.210234107437257012e-02,8.645567348291868792e-02
7.812890760852564398e-03,9.990830164910711186e-01,-7.812890760852564398e-03,-1.273710298199365321e-02,-3.983973002340768232e-03,-3.185689315543305256e-02,3.252900334919595071e-03,2.252622517774208188e-02
1.240710657985819032e-02,9.912137469249026056e-01,-2.640042316511942433e-02,-1.207562233662863582e-01,-3.637557517717610045e-02,-2.504260899772636773e-02,9.910994663986816278e-03,3.714482055634238389e-03
-9.676885869399000084e-01,-6.904093756229090495e-02,-2.349005025061944307e-01,-4.270333663574471528e-02,-1.857557020502459411e-02,-1.677031759373998065e-02,3.325805697837441732e-02,8.830079110760613581e-03
6.604582812047421481e-02,9.805568565814102300e-01,2.670822285789270500e-03,-1.734849528235385963e-01,-6.279281942874359590e-02,4.179728384229142168e-03,7.502359720247930852e-03,5.030264053029837035e-03
-9.469693465199598981e-01,-1.191464304027656240e-02,-3.182265890117070839e-01,-9.354765519791280459e-03,-1.876424057238365584e-02,1.903486632096371145e-02,2.534441963679492926e-02,-1.986560318860858265e-02
-9.613536536921679643e-01,2.166127515281068838e-02,-2.701547306994710462e-01,-2.803583549606802894e-04,3.751842912139735642e-02,-3.964865879099721546e-04,3.063366909940024030e-02,-2.803583549606802894e-04
1.732879382075128150e-02,9.985087095245646083e-01,-3.503606092687996942e-02,-2.218846182838418724e-02,-4.421056894822972261e-03,2.450661524087349719e-02,3.609777838709915532e-03,1.808574039150614987e-02
-9.658256389472399395e-01,1.670813154753997276e-02,-2.459742392952059542e-01,1.454590590807522399e-02,2.807559629992573136e-02,-1.637887247483393871e-02,-3.991165829176357427e-02,5.947584168212162459e-02
-9.570638289756745465e-01,4.341593313181205116e-02,-2.792068879254207547e-01,4.213832734533862201e-02,7.119150622520664662e-03,4.109691969905329700e-02,-6.548145568196772626e-04,2.591574938541130191e-02
-9.865906141697794451e-01,1.537704682389562372e-02,-1.527369334840192050e-01,1.537704682389565147e-02,0.000000000000000000e+00,-2.775557561562891351e-17,-4.349285633519867078e-02,-3.075409364779127519e-02
4.598279132348420672e-02,9.795536352770386479e-01,-4.598279132348420672e-02,-1.790161340241656907e-01,4.011027064399913522e-02,-3.180927772815339560e-02,-3.274989884091100700e-02,2.249255598622351693e-02
-4.225972106519371163e-03,9.937536770634081140e-01,-1.191840560683785077e-02,1.054648243590701473e-01,1.654050962467618069e-02,1.158589369270199287e-02,-1.350526955535016893e-02,2.409629143049843436e-02
3.163371715001644935e-02,9.934627214716652555e-01,-6.680328455397754883e-02,-7.965813693483886349e-02,-1.131282526962734680e-02,-1.636604834559513000e-02,-1.934263681950759706e-02,2.128536144686846154e-02
-9.568738938856564680e-01,2.286776630209541583e-03,-2.875829876783095873e-01,-2.186108355815469251e-02,1.712504426667371682e-02,-2.985669785591366088e-02,3.233990524560137469e-03,3.187663424162656689e-03
-9.599985457262431021e-01,-6.246833831498405099e-03,-2.686283514336815781e-01,-8.574697566889666334e-03,7.239490411731375197e-02,2.713726409095273961e-02,-8.834357126396130688e-03,-8.574697566889666334e-03
